cid,mw,polararea,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,binary_fingerprints
40973,310.5,20.2,4.9,23,1,1,2,[0. 0. 0. ... 0. 0. 1.]
40976,324.5,37.3,3.3,24,1,2,2,[0. 0. 0. ... 0. 0. 1.]
41684,307.28,142.0,2.0,21,1,7,4,[0. 1. 0. ... 1. 0. 1.]
41693,386.6,61.0,4.0,27,0,4,8,[0. 0. 1. ... 0. 1. 1.]
41744,723.6,215.0,4.0,51,5,16,11,[1. 1. 1. ... 1. 1. 1.]
41774,645.6,321.0,-8.5,44,14,19,9,[1. 0. 1. ... 0. 0. 1.]
41781,348.4,109.0,2.7,24,3,5,5,[1. 0. 1. ... 1. 0. 1.]
41867,543.5,206.0,1.3,39,6,12,5,[1. 1. 0. ... 1. 1. 1.]
42113,168.04,9.2,2.6,10,0,7,2,[0. 0. 0. ... 0. 0. 0.]
42395,446.6,101.0,3.8,32,2,6,7,[1. 0. 1. ... 0. 0. 0.]
42593,534.0,177.0,0.0,37,6,10,3,[1. 1. 0. ... 1. 1. 1.]
42890,497.5,177.0,1.9,36,5,10,3,[1. 1. 0. ... 1. 1. 1.]
43232,332.5,46.5,2.6,24,1,3,6,[0. 1. 1. ... 0. 0. 1.]
43672,517.6,182.0,0.5,36,3,8,6,[0. 1. 0. ... 1. 1. 1.]
43815,329.4,39.7,3.5,24,1,5,4,[0. 0. 0. ... 0. 1. 1.]
44093,217.29,58.6,0.3,14,2,4,3,[0. 0. 0. ... 0. 0. 1.]
44563,432.77,243.0,0.0,29,8,11,7,[0. 0. 0. ... 0. 0. 1.]
44564,311.63,157.0,0.5,21,4,7,4,[0. 0. 0. ... 0. 0. 1.]
45469,307.9,137.0,0.0,17,0,12,0,[0. 0. 0. ... 0. 0. 0.]
47319,929.1,126.0,7.9,67,0,12,26,[0. 0. 1. ... 0. 0. 1.]
47320,1243.5,258.0,0.0,87,0,18,26,[0. 0. 1. ... 0. 0. 1.]
47471,474.8,109.0,0.0,29,1,5,7,[0. 0. 0. ... 0. 0. 0.]
47528,211.17,97.0,0.8,15,1,5,4,[1. 1. 0. ... 0. 0. 1.]
47641,287.4,3.2,5.1,22,0,1,5,[0. 0. 0. ... 0. 0. 1.]
47725,1269.4,496.0,-1.5,91,17,16,32,[1. 1. 0. ... 1. 1. 1.]
47811,314.5,44.3,4.2,22,1,2,4,[1. 0. 0. ... 1. 0. 1.]
47964,381.4,159.0,0.0,26,5,8,4,[0. 1. 0. ... 1. 0. 1.]
50224,1299.5,478.0,0.0,93,16,17,33,[1. 1. 0. ... 1. 1. 1.]
50294,371.3,121.0,2.2,27,2,8,5,[1. 1. 0. ... 1. 1. 1.]
51038,385.8,139.0,0.0,25,4,7,4,[0. 1. 0. ... 1. 0. 1.]
51263,416.5,81.0,2.2,30,0,6,9,[0. 0. 1. ... 0. 1. 1.]
51634,219.28,84.2,-0.6,15,4,5,4,[1. 0. 0. ... 0. 0. 1.]
52421,488.6,116.0,4.2,35,1,8,9,[1. 0. 1. ... 0. 0. 0.]
53024,619.6,327.0,0.0,38,2,15,7,[0. 1. 1. ... 0. 0. 1.]
53232,404.5,72.8,4.3,29,1,5,7,[1. 0. 1. ... 0. 0. 1.]
54158,387.23,107.0,-0.1,23,3,6,7,[0. 0. 0. ... 0. 0. 1.]
54259,354.0,12.5,0.0,24,1,2,6,[0. 0. 0. ... 0. 0. 1.]
54331,259.19,161.0,0.0,16,5,7,4,[0. 0. 0. ... 0. 0. 1.]
54373,1139.3,457.0,0.0,79,15,18,17,[1. 1. 0. ... 0. 1. 1.]
54384,457.0,64.3,0.0,32,2,5,4,[0. 0. 0. ... 0. 1. 1.]
54454,418.6,72.8,4.7,30,1,5,7,[1. 0. 1. ... 0. 0. 1.]
54687,424.5,124.0,1.6,30,4,7,11,[1. 0. 1. ... 0. 0. 1.]
54746,451.6,71.7,3.4,33,2,4,8,[1. 1. 1. ... 1. 1. 1.]
54786,390.5,87.0,4.5,28,3,5,10,[0. 0. 0. ... 0. 0. 1.]
54840,291.8,21.3,0.0,20,2,2,6,[0. 0. 0. ... 0. 0. 1.]
54891,475.0,95.9,0.0,33,3,6,10,[1. 1. 1. ... 1. 1. 1.]
54949,563.6,253.0,0.0,40,8,15,11,[1. 0. 0. ... 0. 0. 1.]
55188,521.4,93.8,3.9,35,1,6,5,[1. 1. 0. ... 1. 1. 0.]
55245,429.6,40.5,3.8,32,1,3,3,[0. 0. 0. ... 0. 0. 1.]
55283,705.6,101.0,5.7,49,0,9,11,[1. 1. 1. ... 1. 1. 1.]
55331,470.5,125.0,0.5,34,3,8,10,[1. 1. 0. ... 1. 1. 1.]
55466,938.0,431.0,0.0,54,14,25,25,[1. 0. 0. ... 0. 0. 1.]
55480,282.81,48.0,0.0,19,1,2,5,[0. 1. 0. ... 1. 0. 1.]
55891,563.7,110.0,6.2,39,1,7,15,[1. 0. 1. ... 1. 1. 1.]
56329,435.5,100.0,0.0,31,3,8,9,[0. 1. 1. ... 0. 1. 1.]
56338,406.24,122.0,0.0,27,1,6,4,[0. 0. 1. ... 0. 1. 1.]
56959,427.5,74.3,2.7,31,2,6,9,[0. 0. 0. ... 0. 1. 1.]
57166,1179.4,314.0,5.2,87,10,15,18,[1. 0. 1. ... 1. 1. 0.]
57363,372.5,58.2,3.0,27,2,2,2,[0. 0. 1. ... 0. 0. 1.]
57469,240.3,56.7,2.6,18,1,3,2,[1. 0. 0. ... 0. 0. 0.]
57697,228.21,87.1,-0.3,17,1,5,1,[1. 0. 0. ... 1. 0. 1.]
59226,351.9,52.9,0.0,23,2,3,6,[0. 0. 0. ... 0. 0. 1.]
59768,295.37,67.8,1.9,21,2,5,10,[0. 0. 1. ... 0. 0. 1.]
60026,317.4,66.4,3.2,23,2,3,6,[0. 0. 0. ... 0. 0. 1.]
60164,412.5,46.5,7.7,31,1,3,4,[1. 1. 0. ... 0. 1. 1.]
60172,273.19,136.0,-2.0,18,3,8,5,[1. 0. 0. ... 0. 0. 0.]
60184,368.5,95.9,0.9,26,2,6,9,[0. 1. 1. ... 0. 1. 1.]
60198,296.4,34.1,3.1,22,0,2,0,[0. 0. 0. ... 0. 0. 1.]
60464,392.4,98.9,0.1,28,3,9,3,[1. 1. 1. ... 1. 0. 1.]
60490,236.29,94.8,1.6,16,2,3,2,[1. 0. 0. ... 0. 0. 1.]
60496,567.1,163.0,0.0,38,3,10,11,[0. 0. 1. ... 1. 1. 1.]
60606,321.8,57.8,3.8,21,0,4,4,[0. 1. 0. ... 1. 1. 1.]
60612,200.28,28.7,3.1,15,1,1,2,[1. 1. 0. ... 1. 1. 0.]
60613,279.19,146.0,-3.6,18,4,6,6,[1. 0. 0. ... 0. 1. 1.]
60648,375.6,97.0,2.7,25,1,5,6,[0. 1. 0. ... 0. 0. 1.]
60656,343.9,50.7,0.0,23,3,4,11,[0. 0. 0. ... 0. 0. 1.]
60668,668.5,207.0,-0.7,46,4,16,7,[1. 1. 1. ... 1. 1. 1.]
60699,457.9,103.0,0.0,32,3,7,3,[1. 1. 1. ... 1. 0. 1.]
60706,437.5,139.0,0.0,29,6,10,5,[0. 1. 0. ... 0. 1. 1.]
60714,558.7,154.0,0.0,29,1,11,5,[0. 0. 0. ... 0. 1. 1.]
60726,334.16,80.4,3.3,20,2,4,4,[0. 0. 0. ... 0. 0. 0.]
60749,299.66,108.0,0.0,19,4,6,2,[1. 0. 0. ... 1. 1. 1.]
60751,680.7,138.0,8.8,52,6,6,4,[1. 1. 0. ... 1. 0. 0.]
60752,885.2,231.0,0.0,60,6,14,30,[0. 0. 1. ... 0. 0. 1.]
60754,591.7,189.0,0.0,31,3,12,13,[0. 0. 0. ... 0. 0. 1.]
60774,325.5,23.5,5.6,24,1,2,7,[1. 0. 0. ... 1. 1. 1.]
60779,1079.1,364.0,0.0,77,10,23,16,[1. 1. 1. ... 1. 1. 1.]
60795,448.4,44.8,4.6,30,1,4,7,[0. 0. 0. ... 0. 1. 1.]
60814,412.9,76.2,0.0,28,1,6,9,[0. 0. 1. ... 0. 1. 1.]
60822,1155.3,229.0,0.0,83,6,12,22,[1. 1. 0. ... 0. 1. 1.]
60825,229.26,113.0,-0.9,15,2,4,2,[1. 0. 0. ... 0. 0. 1.]
60830,472.4,116.0,0.0,27,1,7,5,[1. 1. 0. ... 0. 1. 1.]
60834,333.9,49.5,0.0,22,2,3,6,[0. 0. 0. ... 0. 0. 1.]
60837,677.2,116.0,0.0,47,5,11,5,[1. 1. 1. ... 1. 1. 1.]
60846,435.5,112.0,4.4,32,2,6,10,[0. 1. 0. ... 0. 0. 1.]
60852,319.23,139.0,-4.1,19,5,8,9,[0. 0. 1. ... 0. 0. 1.]
60853,467.4,77.7,0.0,30,3,6,4,[1. 0. 0. ... 0. 0. 1.]
60855,332.31,201.0,-3.2,23,7,8,6,[1. 1. 1. ... 0. 0. 1.]
60857,287.36,57.4,2.2,21,2,3,5,[1. 0. 0. ... 0. 0. 1.]
60860,275.09,64.4,1.0,12,2,1,2,[0. 0. 0. ... 0. 0. 1.]
60871,501.5,167.0,1.8,34,1,12,15,[1. 0. 1. ... 0. 0. 0.]
60877,247.25,113.0,-0.6,16,2,5,2,[1. 1. 0. ... 0. 0. 1.]
60934,766.9,230.0,0.0,54,6,10,13,[1. 1. 1. ... 1. 1. 1.]
60936,362.57,146.0,0.0,19,2,7,4,[0. 0. 0. ... 0. 0. 1.]
60946,495.1,114.0,0.0,32,5,8,14,[0. 0. 1. ... 0. 0. 1.]
60953,359.35,121.0,0.6,25,3,7,7,[1. 1. 1. ... 1. 1. 1.]
60961,267.24,140.0,-1.1,19,4,8,2,[1. 0. 1. ... 1. 1. 0.]
61475,248.19,109.0,0.0,12,5,9,0,[0. 0. 0. ... 0. 0. 0.]
61799,130.1,63.6,0.4,9,1,4,3,[0. 0. 0. ... 0. 0. 0.]
62305,520.6,193.0,0.0,34,2,9,2,[1. 1. 1. ... 1. 1. 1.]
62358,107.11,61.4,0.0,7,2,3,0,[0. 0. 0. ... 0. 0. 0.]
62816,281.83,101.0,0.0,18,5,6,11,[0. 0. 0. ... 0. 0. 1.]
62819,980.2,427.0,-1.5,67,12,15,15,[0. 1. 1. ... 0. 1. 1.]
62886,1243.5,258.0,0.0,87,0,18,26,[0. 0. 1. ... 0. 0. 1.]
62956,435.5,94.9,3.8,30,2,5,9,[1. 0. 0. ... 1. 0. 1.]
62959,416.4,99.8,0.3,30,2,10,3,[1. 1. 1. ... 0. 1. 1.]
62965,465.0,101.0,2.0,32,2,6,5,[1. 0. 1. ... 0. 0. 0.]
63009,342.7,12.0,0.0,21,2,1,2,[0. 1. 0. ... 0. 1. 1.]
64139,315.67,38.3,4.0,21,1,5,1,[1. 1. 0. ... 0. 1. 1.]
64142,663.9,190.0,0.0,45,5,9,10,[1. 1. 1. ... 0. 1. 1.]
64710,443.0,148.0,0.0,28,6,8,7,[1. 1. 0. ... 0. 1. 1.]
64730,372.28,250.0,0.0,25,9,13,10,[1. 0. 0. ... 0. 0. 0.]
64778,383.5,136.0,-1.9,26,3,7,5,[1. 1. 0. ... 0. 1. 1.]
64780,807.9,224.0,1.6,58,5,14,13,[1. 1. 1. ... 0. 0. 1.]
64929,318.7,63.6,3.9,22,1,4,5,[0. 0. 0. ... 0. 0. 0.]
65014,794.5,78.7,0.0,44,14,8,4,[0. 0. 1. ... 0. 1. 1.]
65016,505.6,140.0,2.9,35,3,8,12,[0. 0. 1. ... 0. 1. 1.]
65028,312.4,90.6,1.1,22,2,5,8,[0. 1. 1. ... 0. 1. 1.]
65139,404.4,177.0,0.0,29,5,10,7,[1. 0. 0. ... 0. 0. 1.]
65157,456.7,43.4,8.5,33,0,3,11,[0. 0. 1. ... 0. 0. 0.]
65281,1422.7,556.0,-4.1,100,17,21,31,[1. 1. 1. ... 1. 1. 1.]
65370,563.6,337.0,0.0,39,11,16,13,[0. 0. 0. ... 0. 0. 1.]
65492,777.1,188.0,-2.4,31,8,8,10,[0. 1. 0. ... 0. 1. 1.]
65628,358.3,58.4,2.9,23,1,4,9,[1. 0. 1. ... 0. 0. 1.]
65840,174.63,41.2,0.0,11,1,2,1,[0. 0. 0. ... 0. 0. 0.]
65856,313.4,39.7,3.0,23,1,4,6,[0. 0. 0. ... 0. 0. 1.]
65863,437.8,55.3,6.3,27,0,3,6,[1. 0. 0. ... 0. 0. 0.]
65866,611.7,114.0,6.9,45,1,8,13,[0. 0. 1. ... 1. 1. 1.]
65981,452.6,78.9,5.2,33,2,5,10,[0. 0. 0. ... 1. 0. 1.]
65999,514.6,72.9,6.9,39,1,4,7,[1. 1. 1. ... 1. 0. 0.]
66370,198.17,111.0,0.0,13,6,7,1,[1. 0. 0. ... 0. 0. 0.]
68613,994.2,416.0,-1.9,68,11,15,18,[0. 1. 1. ... 0. 1. 1.]
68740,272.09,153.0,-4.3,16,5,8,4,[0. 0. 1. ... 0. 1. 1.]
68844,383.5,164.0,-0.3,23,2,9,7,[0. 1. 1. ... 0. 1. 1.]
69512,366.7,100.0,0.0,25,4,7,3,[1. 1. 0. ... 1. 0. 0.]
71158,181.21,91.8,-1.2,11,2,4,4,[0. 0. 0. ... 0. 0. 1.]
71301,405.4,71.0,3.0,29,3,7,6,[0. 0. 0. ... 0. 0. 1.]
71329,441.6,122.0,1.8,29,2,8,11,[0. 0. 1. ... 0. 0. 1.]
71348,1156.4,443.0,0.0,81,14,16,17,[1. 1. 0. ... 0. 1. 1.]
71360,426.5,64.8,4.1,31,0,7,8,[1. 0. 0. ... 1. 0. 1.]
71384,268.27,98.8,-1.4,19,2,6,3,[0. 1. 0. ... 0. 1. 1.]
71386,479.0,77.5,3.8,33,0,6,6,[1. 0. 1. ... 0. 0. 1.]
71406,574.8,82.1,9.9,41,1,6,20,[0. 0. 1. ... 1. 0. 1.]
71414,494.5,107.0,3.0,35,1,9,6,[1. 0. 0. ... 0. 0. 1.]
71415,410.5,94.8,1.9,29,3,7,2,[1. 0. 0. ... 0. 0. 1.]
71469,1092.2,412.0,0.0,75,14,26,15,[1. 0. 1. ... 0. 0. 1.]
71616,349.31,76.7,1.5,25,1,8,5,[1. 0. 0. ... 1. 1. 1.]
72022,340.4,107.0,0.2,24,3,6,7,[0. 1. 0. ... 0. 1. 1.]
72081,1227.4,563.0,-5.8,85,16,19,25,[0. 1. 1. ... 0. 1. 1.]
72165,284.35,45.3,3.8,21,1,3,3,[1. 1. 0. ... 0. 0. 1.]
72170,236.42,0.0,0.0,2,0,1,0,[0. 0. 0. ... 0. 0. 0.]
72286,444.5,116.0,0.0,31,2,8,7,[0. 0. 1. ... 1. 1. 1.]
72466,1512.6,770.0,0.0,101,21,35,36,[1. 1. 1. ... 1. 1. 1.]
73303,420.5,196.0,-3.4,27,5,10,7,[0. 1. 1. ... 0. 0. 1.]
73491,182.02,75.7,0.0,10,0,4,0,[0. 0. 0. ... 0. 0. 0.]
74989,366.8,54.4,5.2,26,1,3,2,[1. 0. 0. ... 0. 0. 1.]
77990,400.4,148.0,0.0,28,4,9,8,[0. 0. 0. ... 0. 0. 1.]
77992,243.3,70.9,1.2,18,3,2,2,[1. 1. 0. ... 1. 0. 1.]
77993,382.5,61.6,4.1,27,1,3,6,[1. 0. 0. ... 0. 0. 1.]
77997,391.5,87.0,0.0,29,2,5,6,[1. 0. 0. ... 1. 0. 1.]
77998,473.5,171.0,0.0,33,3,10,9,[1. 0. 0. ... 0. 0. 1.]
78032,444.6,106.0,0.0,31,2,7,7,[0. 0. 1. ... 1. 1. 1.]
82146,348.5,37.3,7.6,26,1,2,3,[0. 1. 0. ... 0. 0. 0.]
82148,243.3,38.3,2.7,18,1,2,4,[0. 0. 0. ... 0. 0. 1.]
82153,434.5,93.1,2.5,31,2,7,2,[1. 0. 0. ... 0. 1. 0.]
83030,339.4,118.0,0.0,15,2,7,8,[0. 0. 1. ... 0. 0. 0.]
83898,199.32,37.8,1.5,13,0,3,0,[0. 0. 0. ... 0. 0. 1.]
84003,376.4,146.0,0.0,27,5,7,6,[1. 0. 0. ... 1. 1. 1.]
84029,748.0,183.0,3.2,52,4,14,8,[1. 0. 1. ... 0. 0. 1.]
89594,162.23,16.1,1.2,12,0,2,1,[1. 0. 0. ... 0. 0. 1.]
91429,397.3,45.6,0.0,26,3,4,4,[1. 0. 0. ... 0. 0. 1.]
91488,412.4,115.0,1.1,29,4,8,2,[1. 0. 0. ... 0. 0. 1.]
92253,288.4,32.299,3.4,21,1,2,5,[0. 0. 0. ... 0. 0. 1.]
92721,526.7,190.0,0.0,36,6,9,9,[0. 1. 1. ... 0. 0. 1.]
92974,213.19,124.0,-3.2,15,5,6,3,[0. 0. 0. ... 0. 0. 1.]
101526,437.9,82.1,0.0,30,3,8,4,[1. 1. 1. ... 0. 1. 1.]
104741,606.8,76.7,9.2,41,2,9,14,[0. 0. 0. ... 0. 1. 0.]
104798,87.62,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
104799,315.69,97.3,0.9,19,1,6,8,[0. 0. 0. ... 0. 0. 1.]
104810,137.33,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
104849,500.2,50.2,0.0,31,2,3,4,[1. 1. 0. ... 1. 0. 1.]
104865,551.6,154.0,3.8,39,2,11,11,[1. 0. 1. ... 1. 0. 1.]
105145,69.723,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
107694,713.3,101.0,0.0,51,2,6,4,[0. 0. 0. ... 0. 1. 1.]
107807,368.5,95.9,0.9,26,2,6,9,[0. 1. 1. ... 0. 1. 1.]
107969,343.9,66.5,0.0,23,4,3,12,[0. 0. 0. ... 0. 0. 1.]
107994,410.5,107.0,0.5,30,3,6,8,[1. 1. 0. ... 1. 1. 1.]
108150,761.8,194.0,3.4,54,4,15,4,[1. 1. 1. ... 1. 1. 1.]
110635,389.4,74.9,2.3,29,1,4,1,[1. 1. 0. ... 0. 1. 1.]
115237,426.5,82.2,2.2,31,1,7,4,[1. 0. 1. ... 1. 0. 1.]
115355,329.23,97.0,2.3,23,0,8,2,[1. 0. 0. ... 0. 0. 1.]
119182,303.68,119.0,0.9,20,3,8,2,[1. 0. 0. ... 1. 1. 1.]
119212,465.6,170.0,-0.8,32,5,8,12,[1. 1. 1. ... 1. 1. 1.]
119569,284.2,79.2,0.0,16,4,4,3,[1. 0. 1. ... 1. 0. 1.]
119607,314.4,94.6,2.6,22,1,5,3,[1. 1. 1. ... 0. 1. 1.]
119828,370.4,97.6,3.3,26,1,5,5,[1. 1. 1. ... 0. 1. 1.]
121396,190.15,130.0,-2.4,13,4,5,5,[0. 0. 0. ... 0. 0. 1.]
121749,431.1,98.5,0.0,25,3,3,6,[0. 0. 0. ... 0. 0. 1.]
121892,303.33,76.4,2.8,22,3,5,6,[0. 0. 0. ... 0. 0. 1.]
123600,239.31,72.7,0.3,17,4,4,5,[0. 0. 0. ... 1. 0. 1.]
123606,335.5,64.8,1.6,23,1,4,6,[1. 0. 1. ... 0. 0. 1.]
123610,832.0,377.0,-2.4,57,10,12,10,[1. 1. 0. ... 0. 1. 1.]
123611,1728.1,901.0,0.0,101,9,52,20,[1. 0. 1. ... 0. 1. 1.]
123619,358.8,68.3,3.3,24,0,4,3,[1. 1. 0. ... 0. 0. 0.]
123631,446.9,68.7,4.1,31,1,8,8,[1. 0. 0. ... 0. 0. 1.]
123634,901.2,145.0,0.0,66,5,8,3,[1. 0. 0. ... 0. 1. 0.]
123809,454.4,252.0,0.0,32,11,12,8,[0. 0. 0. ... 1. 0. 1.]
124087,310.8,24.9,4.5,22,1,2,0,[1. 1. 0. ... 0. 0. 1.]
125017,263.37,43.7,2.6,19,2,3,4,[0. 0. 1. ... 0. 1. 1.]
126941,454.4,211.0,-1.8,33,5,12,9,[1. 1. 0. ... 0. 0. 1.]
129211,408.5,108.0,2.7,28,2,7,11,[0. 0. 1. ... 0. 0. 1.]
129228,238.19,73.8,0.7,17,1,5,3,[1. 1. 1. ... 1. 1. 1.]
130881,558.6,154.0,3.8,41,2,10,11,[1. 1. 0. ... 1. 1. 1.]
131204,205.25,89.8,-0.9,14,4,4,6,[0. 0. 0. ... 0. 0. 1.]
131535,623.7,192.0,0.0,40,2,11,13,[0. 1. 1. ... 0. 1. 1.]
132971,349.5,33.1,4.6,26,1,2,1,[1. 0. 0. ... 0. 1. 0.]
132999,468.6,60.5,2.4,34,0,6,10,[0. 1. 1. ... 0. 1. 1.]
134018,316.4,111.0,3.9,22,1,6,5,[1. 1. 0. ... 1. 0. 0.]
134019,325.4,123.0,1.0,24,4,7,6,[1. 1. 0. ... 0. 0. 1.]
134780,273.24,110.0,0.2,20,2,5,1,[1. 1. 0. ... 0. 1. 1.]
135113,192.25,18.5,3.2,14,0,2,1,[0. 0. 0. ... 0. 0. 0.]
135326,271.09,64.4,1.0,12,2,1,2,[0. 0. 0. ... 0. 0. 1.]
145068,30.006,18.1,0.2,2,0,1,0,[0. 0. 0. ... 0. 0. 0.]
146570,324.4,36.3,3.2,24,0,4,5,[0. 1. 0. ... 0. 1. 1.]
147740,662.9,83.8,0.0,49,2,5,1,[0. 0. 1. ... 0. 1. 0.]
148121,477.5,207.0,-0.9,35,5,11,10,[1. 1. 1. ... 1. 0. 1.]
148123,861.9,227.0,0.0,61,8,17,13,[1. 1. 1. ... 0. 0. 1.]
148192,704.9,171.0,5.6,51,5,9,18,[1. 1. 1. ... 1. 1. 1.]
148211,296.4,23.6,2.8,22,0,2,1,[1. 1. 0. ... 0. 1. 1.]
149096,361.4,73.3,-0.4,26,1,8,2,[1. 1. 0. ... 1. 0. 1.]
150311,409.4,60.8,4.0,30,2,5,6,[0. 0. 0. ... 0. 0. 1.]
150610,475.5,182.0,-1.5,33,5,9,7,[0. 1. 0. ... 0. 0. 1.]
151075,254.28,86.2,1.9,19,2,3,4,[0. 0. 0. ... 0. 0. 1.]
151171,498.6,78.1,5.7,38,2,3,4,[1. 1. 1. ... 1. 1. 1.]
152945,528.5,58.2,5.4,37,2,8,2,[1. 0. 1. ... 0. 0. 1.]
153994,456.3,90.9,4.3,30,1,7,10,[0. 0. 1. ... 1. 1. 1.]
154058,398.9,32.8,0.0,28,1,3,3,[0. 1. 0. ... 0. 0. 1.]
154100,269.77,38.3,0.0,18,2,3,4,[0. 0. 1. ... 0. 1. 1.]
154256,530.7,95.2,0.0,39,3,6,7,[1. 1. 0. ... 0. 1. 1.]
154417,289.4,49.8,1.8,21,1,4,5,[0. 1. 1. ... 0. 0. 1.]
156391,230.26,46.5,3.3,17,1,3,3,[0. 0. 0. ... 0. 0. 0.]
156418,393.9,12.0,0.0,27,2,4,6,[1. 0. 0. ... 0. 0. 1.]
157688,816.9,134.0,4.4,59,2,13,10,[1. 1. 1. ... 1. 1. 1.]
157920,390.5,83.8,4.0,27,2,7,11,[0. 0. 0. ... 0. 0. 0.]
157921,181.62,69.4,0.0,11,2,4,5,[0. 0. 1. ... 0. 0. 1.]
158781,446.5,130.0,3.2,33,3,7,8,[1. 1. 0. ... 1. 1. 1.]
158786,513.5,171.0,-0.4,34,4,10,22,[0. 1. 0. ... 0. 1. 1.]
159247,186.08,38.6,0.0,10,2,2,2,[0. 0. 0. ... 0. 0. 1.]
159269,242.23,99.1,-1.2,17,3,5,2,[1. 0. 0. ... 1. 1. 1.]
160051,618.2,62.6,0.0,39,4,5,22,[0. 0. 0. ... 0. 0. 1.]
160352,496.5,207.0,0.0,34,4,10,5,[1. 0. 0. ... 1. 1. 1.]
163091,285.8,12.5,3.8,20,0,2,0,[0. 0. 0. ... 0. 0. 1.]
163296,646.6,106.0,0.0,44,0,10,11,[1. 0. 1. ... 0. 1. 1.]
164522,388.9,62.7,1.0,27,1,5,8,[1. 0. 0. ... 0. 1. 1.]
165579,711.7,436.0,0.0,47,13,23,9,[1. 0. 0. ... 0. 0. 1.]
166548,1140.2,377.0,2.3,82,14,17,14,[0. 1. 0. ... 1. 1. 1.]
168625,184.21,62.8,1.4,12,1,3,2,[0. 0. 0. ... 0. 0. 0.]
168708,348.4,89.0,2.3,24,1,5,2,[0. 0. 0. ... 0. 0. 0.]
168924,457.84,190.0,0.0,14,0,9,0,[0. 0. 0. ... 0. 0. 0.]
170361,211.26,37.8,0.8,16,1,3,0,[1. 0. 0. ... 0. 0. 1.]
171558,563.8,294.0,0.0,33,8,12,2,[1. 0. 1. ... 0. 1. 1.]
174174,289.4,49.8,1.8,21,1,4,5,[0. 1. 1. ... 0. 0. 1.]
175804,310.9,32.299,0.0,21,2,2,4,[0. 0. 0. ... 0. 0. 1.]
176870,393.4,74.7,3.3,29,1,7,11,[1. 0. 0. ... 0. 0. 0.]
179344,296.32,72.6,2.0,22,1,3,2,[0. 1. 0. ... 1. 0. 1.]
185457,367.4,167.0,-0.1,25,4,7,10,[1. 0. 0. ... 0. 0. 1.]
192155,606.1,153.0,0.0,42,6,9,7,[1. 0. 0. ... 0. 0. 1.]
193962,435.3,121.0,4.5,28,2,7,4,[1. 0. 0. ... 1. 1. 0.]
197281,1058.1,446.0,0.0,63,14,26,27,[1. 0. 0. ... 0. 0. 1.]
197712,378.4,81.5,3.8,28,1,6,7,[1. 0. 0. ... 1. 1. 0.]
206527,407.5,103.0,0.0,28,2,7,4,[0. 0. 0. ... 0. 1. 1.]
208898,556.8,97.2,7.2,39,1,7,18,[0. 1. 1. ... 1. 1. 1.]
208902,259.339,38.3,2.7,19,1,2,4,[0. 1. 0. ... 1. 1. 1.]
208908,581.1,115.0,5.1,40,2,9,11,[1. 1. 0. ... 0. 1. 1.]
213039,547.7,149.0,2.9,38,3,9,12,[0. 0. 1. ... 0. 1. 1.]
213046,492.7,85.0,5.4,35,0,6,5,[1. 1. 0. ... 0. 1. 1.]
216210,471.5,150.0,1.7,35,4,7,9,[1. 1. 0. ... 0. 0. 1.]
216235,454.9,144.0,3.7,29,1,9,6,[1. 0. 1. ... 0. 1. 1.]
216237,448.9,69.6,4.8,32,2,3,3,[1. 1. 0. ... 0. 0. 1.]
216239,464.8,92.4,4.1,32,3,7,5,[1. 0. 0. ... 0. 0. 1.]
216258,1749.8,749.0,0.0,112,18,33,39,[0. 1. 1. ... 0. 1. 1.]
216326,259.26,92.5,-0.5,19,2,4,1,[1. 1. 0. ... 0. 1. 1.]
216416,413.5,32.7,6.1,31,1,3,6,[0. 1. 0. ... 0. 1. 1.]
219024,390.35,187.0,-1.5,28,5,10,4,[1. 0. 1. ... 1. 1. 1.]
219078,250.29,67.4,0.3,18,2,3,6,[0. 1. 0. ... 0. 0. 1.]
221493,408.6,98.0,3.6,29,4,5,4,[0. 0. 0. ... 0. 0. 0.]
222786,360.4,91.7,1.5,26,2,5,2,[1. 0. 0. ... 0. 0. 0.]
225609,422.5,101.0,1.7,30,2,7,4,[1. 0. 0. ... 0. 0. 1.]
241902,909.1,237.0,0.0,64,5,16,10,[1. 1. 1. ... 1. 1. 1.]
247839,344.5,54.4,2.7,25,1,3,1,[0. 0. 0. ... 0. 0. 0.]
259329,520.4,96.3,2.9,33,2,6,8,[0. 0. 0. ... 0. 1. 1.]
259331,440.4,49.8,4.0,29,1,3,6,[0. 0. 0. ... 0. 1. 1.]
358641,543.6,212.0,0.0,38,4,13,8,[1. 1. 1. ... 0. 1. 1.]
383413,1079.3,420.0,0.0,75,14,16,17,[1. 1. 0. ... 0. 1. 1.]
387447,384.2,124.0,0.0,28,4,6,9,[1. 1. 0. ... 0. 1. 1.]
392622,720.9,202.0,6.0,50,4,9,18,[0. 1. 1. ... 0. 1. 1.]
439260,169.18,86.7,-1.2,12,4,4,2,[0. 0. 0. ... 0. 0. 1.]
439302,1007.2,450.0,-2.6,69,12,15,17,[0. 1. 1. ... 0. 1. 1.]
